"match_id","group","stage","match_date","kickoff","team_code","team_name","current_city","current_stadium","previous_match_id","previous_match_date","previous_city","previous_stadium","rest_days","moved_city","is_final_group_round","schedule_pressure_level","schedule_pressure_reason","source"
"17","Group C","Matchday 14","2026-06-24","18:00 UTC-4","BRA","Brazil","Miami","Miami Stadium","16","2026-06-19","Philadelphia","Philadelphia Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"18","Group C","Matchday 14","2026-06-24","18:00 UTC-4","MAR","Morocco","Atlanta","Atlanta Stadium","15","2026-06-19","Boston","Boston Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"18","Group C","Matchday 14","2026-06-24","18:00 UTC-4","HAI","Haiti","Atlanta","Atlanta Stadium","16","2026-06-19","Philadelphia","Philadelphia Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"23","Group D","Matchday 15","2026-06-25","19:00 UTC-7","TUR","Turkey","Los Angeles","Los Angeles Stadium","22","2026-06-19","San Francisco Bay Area","San Francisco Bay Area Stadium","6","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"23","Group D","Matchday 15","2026-06-25","19:00 UTC-7","USA","United States","Los Angeles","Los Angeles Stadium","21","2026-06-19","Seattle","Seattle Stadium","6","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"24","Group D","Matchday 15","2026-06-25","19:00 UTC-7","PAR","Paraguay","San Francisco Bay Area","San Francisco Bay Area Stadium","22","2026-06-19","San Francisco Bay Area","San Francisco Bay Area Stadium","6","NO","YES","低","休息时间相对正常，且未跨城市移动。","calculated_from_data_matches_csv"
"24","Group D","Matchday 15","2026-06-25","19:00 UTC-7","AUS","Australia","San Francisco Bay Area","San Francisco Bay Area Stadium","21","2026-06-19","Seattle","Seattle Stadium","6","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"29","Group E","Matchday 15","2026-06-25","16:00 UTC-4","CUW","Curaçao","Philadelphia","Philadelphia Stadium","28","2026-06-20","Kansas City","Kansas City Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"29","Group E","Matchday 15","2026-06-25","16:00 UTC-4","CIV","Ivory Coast","Philadelphia","Philadelphia Stadium","27","2026-06-20","Toronto","Toronto Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"30","Group E","Matchday 15","2026-06-25","16:00 UTC-4","ECU","Ecuador","New York/New Jersey","New York New Jersey Stadium","28","2026-06-20","Kansas City","Kansas City Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"30","Group E","Matchday 15","2026-06-25","16:00 UTC-4","GER","Germany","New York/New Jersey","New York New Jersey Stadium","27","2026-06-20","Toronto","Toronto Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"35","Group F","Matchday 15","2026-06-25","18:00 UTC-5","JPN","Japan","Dallas","Dallas Stadium","34","2026-06-20","Monterrey","Estadio Monterrey","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"35","Group F","Matchday 15","2026-06-25","18:00 UTC-5","SWE","Sweden","Dallas","Dallas Stadium","33","2026-06-20","Houston","Houston Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"36","Group F","Matchday 15","2026-06-25","18:00 UTC-5","TUN","Tunisia","Kansas City","Kansas City Stadium","34","2026-06-20","Monterrey","Estadio Monterrey","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"36","Group F","Matchday 15","2026-06-25","18:00 UTC-5","NED","Netherlands","Kansas City","Kansas City Stadium","33","2026-06-20","Houston","Houston Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"41","Group G","Matchday 16","2026-06-26","20:00 UTC-7","EGY","Egypt","Seattle","Seattle Stadium","40","2026-06-21","Vancouver","BC Place Vancouver","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"41","Group G","Matchday 16","2026-06-26","20:00 UTC-7","IRN","Iran","Seattle","Seattle Stadium","39","2026-06-21","Los Angeles","Los Angeles Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"42","Group G","Matchday 16","2026-06-26","20:00 UTC-7","NZL","New Zealand","Vancouver","BC Place Vancouver","40","2026-06-21","Vancouver","BC Place Vancouver","5","NO","YES","低","休息时间相对正常，且未跨城市移动。","calculated_from_data_matches_csv"
"42","Group G","Matchday 16","2026-06-26","20:00 UTC-7","BEL","Belgium","Vancouver","BC Place Vancouver","39","2026-06-21","Los Angeles","Los Angeles Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"47","Group H","Matchday 16","2026-06-26","19:00 UTC-5","CPV","Cape Verde","Houston","Houston Stadium","46","2026-06-21","Miami","Miami Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"47","Group H","Matchday 16","2026-06-26","19:00 UTC-5","KSA","Saudi Arabia","Houston","Houston Stadium","45","2026-06-21","Atlanta","Atlanta Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"48","Group H","Matchday 16","2026-06-26","18:00 UTC-6","URU","Uruguay","Guadalajara","Estadio Guadalajara","46","2026-06-21","Miami","Miami Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"48","Group H","Matchday 16","2026-06-26","18:00 UTC-6","ESP","Spain","Guadalajara","Estadio Guadalajara","45","2026-06-21","Atlanta","Atlanta Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"53","Group I","Matchday 16","2026-06-26","15:00 UTC-4","NOR","Norway","Boston","Boston Stadium","52","2026-06-22","New York/New Jersey","New York New Jersey Stadium","4","YES","YES","高","休息少于 5 天且跨城市移动。","calculated_from_data_matches_csv"
"53","Group I","Matchday 16","2026-06-26","15:00 UTC-4","FRA","France","Boston","Boston Stadium","51","2026-06-22","Philadelphia","Philadelphia Stadium","4","YES","YES","高","休息少于 5 天且跨城市移动。","calculated_from_data_matches_csv"
"54","Group I","Matchday 16","2026-06-26","15:00 UTC-4","SEN","Senegal","Toronto","Toronto Stadium","52","2026-06-22","New York/New Jersey","New York New Jersey Stadium","4","YES","YES","高","休息少于 5 天且跨城市移动。","calculated_from_data_matches_csv"
"54","Group I","Matchday 16","2026-06-26","15:00 UTC-4","IRQ","Iraq","Toronto","Toronto Stadium","51","2026-06-22","Philadelphia","Philadelphia Stadium","4","YES","YES","高","休息少于 5 天且跨城市移动。","calculated_from_data_matches_csv"
"59","Group J","Matchday 17","2026-06-27","21:00 UTC-5","ALG","Algeria","Kansas City","Kansas City Stadium","58","2026-06-22","San Francisco Bay Area","San Francisco Bay Area Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"59","Group J","Matchday 17","2026-06-27","21:00 UTC-5","AUT","Austria","Kansas City","Kansas City Stadium","57","2026-06-22","Dallas","Dallas Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"60","Group J","Matchday 17","2026-06-27","21:00 UTC-5","JOR","Jordan","Dallas","Dallas Stadium","58","2026-06-22","San Francisco Bay Area","San Francisco Bay Area Stadium","5","YES","YES","中","休息时间相对正常，但存在跨城市移动。","calculated_from_data_matches_csv"
"60","Group J","Matchday 17","2026-06-27","21:00 UTC-5","ARG","Argentina","Dallas","Dallas Stadium","57","2026-06-22","Dallas","Dallas Stadium","5","NO","YES","低","休息时间相对正常，且未跨城市移动。","calculated_from_data_matches_csv"
"65","Group K","Matchday 17","2026-06-27","19:30 UTC-4","COL","Colombia","Miami","Miami Stadium","64","2026-06-23","Guadalajara","Estadio Guadalajara","4","YES","YES","高","休息少于 5 天且跨城市移动。","calculated_from_data_matches_csv"
"65","Group K","Matchday 17","2026-06-27","19:30 UTC-4","POR","Portugal","Miami","Miami Stadium","63","2026-06-23","Houston","Houston Stadium","4","YES","YES","高","休息少于 5 天且跨城市移动。","calculated_from_data_matches_csv"
"66","Group K","Matchday 17","2026-06-27","19:30 UTC-4","COD","DR Congo","Atlanta","Atlanta Stadium","64","2026-06-23","Guadalajara","Estadio Guadalajara","4","YES","YES","高","休息少于 5 天且跨城市移动。","calculated_from_data_matches_csv"
"66","Group K","Matchday 17","2026-06-27","19:30 UTC-4","UZB","Uzbekistan","Atlanta","Atlanta Stadium","63","2026-06-23","Houston","Houston Stadium","4","YES","YES","高","休息少于 5 天且跨城市移动。","calculated_from_data_matches_csv"
"71","Group L","Matchday 17","2026-06-27","17:00 UTC-4","PAN","Panama","New York/New Jersey","New York New Jersey Stadium","70","2026-06-23","Toronto","Toronto Stadium","4","YES","YES","高","休息少于 5 天且跨城市移动。","calculated_from_data_matches_csv"
"71","Group L","Matchday 17","2026-06-27","17:00 UTC-4","ENG","England","New York/New Jersey","New York New Jersey Stadium","69","2026-06-23","Boston","Boston Stadium","4","YES","YES","高","休息少于 5 天且跨城市移动。","calculated_from_data_matches_csv"
"72","Group L","Matchday 17","2026-06-27","17:00 UTC-4","CRO","Croatia","Philadelphia","Philadelphia Stadium","70","2026-06-23","Toronto","Toronto Stadium","4","YES","YES","高","休息少于 5 天且跨城市移动。","calculated_from_data_matches_csv"
"72","Group L","Matchday 17","2026-06-27","17:00 UTC-4","GHA","Ghana","Philadelphia","Philadelphia Stadium","69","2026-06-23","Boston","Boston Stadium","4","YES","YES","高","休息少于 5 天且跨城市移动。","calculated_from_data_matches_csv"
